@timestamp,timestamp,host,host_ip,user,source_ip,event_id,scenario_type,mitre_technique,rule_level,failed_login_count,successful_login_count,same_source_ip_attempts,unique_users_targeted,distinct_hosts_accessed,hour_of_day,is_after_hours,is_remote_logon,logon_type,asset_criticality,raw_anomaly_score,anomaly_score,ml_prediction,ml_priority_output,behavioral_context_score,risk_score,priority_output
2026-05-10T18:13:00,2026-05-10T18:13:00,DC01,192.168.79.131,dave.it,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,1,1,2,1,1,18,0,1,3,1.0,-0.10188298560331338,0.21039490729087923,Normal,Low,0.1,0.38249129624968503,Low
2026-05-24T09:18:00,2026-05-24T09:18:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,4,3,1,1,1,1,9,0,1,3,1.0,-0.053021624512708976,0.4245005445473646,Normal,Low,0.1,0.4514668844856125,Low
2026-05-07T02:51:00,2026-05-07T02:51:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,3,2,1,2,2,1,1,3,1.0,-0.12034607555769977,0.1294914786475898,Normal,Low,0.17,0.32729659145903595,Low
2026-05-30T05:32:00,2026-05-30T05:32:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,31,1,51,1,2,13,0,1,3,1.0,0.013168806163741609,0.7145404456869128,Anomaly,High,0.43999999999999995,0.7351495116080985,High
2026-05-25T02:08:00,2026-05-25T02:08:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,5,1,1,3,1,1,2,1,0,2,0.6,-0.07016496579352671,0.3493801236727055,Normal,Low,0.07,0.3535853828024155,Low
2026-05-22T04:36:00,2026-05-22T04:36:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,4,1,1,2,1,2,4,1,0,2,0.8,-0.10279308323257491,0.20640694976105664,Normal,Low,0.07,0.31972944657108937,Low
2026-05-22T14:46:00,2026-05-22T14:46:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Benign Activity,2,0,2,3,1,2,14,0,0,2,0.6,-0.0808789674484548,0.3024324312487931,Normal,Low,0.0,0.27430630583285054,Low
2026-05-06T17:12:00,2026-05-06T17:12:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,13,38,1,52,1,1,2,1,1,3,1.0,-0.0033203492749018793,0.6422866022774857,Normal,Low,0.51,0.750081307577661,High
2026-05-11T09:43:00,2026-05-11T09:43:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,5140,lateral_movement,T1021.002 - SMB/Windows Admin Shares,9,1,8,14,2,5,12,0,1,3,0.8,0.051428622885937636,0.8821911671932625,Anomaly,High,0.5,0.737876466877305,High
2026-05-09T14:41:00,2026-05-09T14:41:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,2,1,1,14,0,0,2,0.8,-0.11072853832312968,0.17163457275066352,Normal,Low,0.0,0.26198716243359876,Low
2026-05-25T11:06:00,2026-05-25T11:06:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,2,1,2,3,1,1,11,0,0,2,0.6,-0.08631208036935056,0.2786250693937318,Normal,Low,0.0,0.264783361090826,Low
2026-05-31T02:34:00,2026-05-31T02:34:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Benign Activity,3,1,2,1,1,2,2,1,1,3,0.6,-0.06565945230138592,0.36912283684874087,Normal,Low,0.17,0.3431491347394964,Low
2026-05-18T06:36:00,2026-05-18T06:36:00,DC01,192.168.79.131,dave.it,192.168.79.134,4688,domain_enumeration,T1087 - Account Discovery,10,0,16,21,5,4,22,1,1,3,1.0,0.06073313700687388,0.9229626250642569,Anomaly,High,0.71,0.8423517166923695,High
2026-05-04T07:01:00,2026-05-04T07:01:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_client_activity,Benign Activity,4,0,3,1,1,1,7,0,0,2,0.6,-0.08344438825447742,0.29119101176631085,Normal,Low,0.0,0.303143071373191,Low
2026-05-13T02:51:00,2026-05-13T02:51:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Benign Activity,4,1,3,2,1,1,2,1,0,2,0.8,-0.11607304225516057,0.1482154866948045,Normal,Low,0.07,0.29645286134458854,Low
2026-05-02T17:50:00,2026-05-02T17:50:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,12,36,0,37,1,1,17,0,1,3,1.0,0.005396603615871576,0.6804834251239269,Anomaly,High,0.43999999999999995,0.7381933700495708,High
2026-05-19T13:01:00,2026-05-19T13:01:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,3,0,2,3,1,1,13,0,1,3,1.0,-0.14482933061514025,0.02220828372254401,Normal,Low,0.1,0.2738833134890176,Low
2026-05-17T03:26:00,2026-05-17T03:26:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4688,normal_client_activity,Benign Activity,3,0,1,3,1,2,3,1,1,3,0.6,0.0006825718650453894,0.6598270056233243,Anomaly,High,0.23,0.46843080224932976,Low
2026-05-05T17:17:00,2026-05-05T17:17:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_client_activity,Benign Activity,4,0,1,3,1,1,17,0,0,2,0.6,-0.08990242016640937,0.262892556564399,Normal,Low,0.0,0.2918236892924263,Low
2026-05-08T04:04:00,2026-05-08T04:04:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,13,30,0,44,1,2,13,0,1,3,1.0,0.02309526083363056,0.7580371853469724,Anomaly,High,0.43999999999999995,0.7858815408054557,High
2026-05-12T15:33:00,2026-05-12T15:33:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,4624,lateral_movement,T1021.002 - SMB/Windows Admin Shares,9,0,6,13,1,5,14,0,1,3,0.8,-0.02828530418538444,0.5328926463809907,Normal,Low,0.42000000000000004,0.5861570585523963,Low
2026-05-05T05:21:00,2026-05-05T05:21:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,4,1,4,2,1,2,5,1,0,2,0.6,-0.06356682473118946,0.3782925232728785,Normal,Low,0.07,0.3484836759758181,Low
2026-05-14T02:14:00,2026-05-14T02:14:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,0,2,1,1,1,2,1,0,2,0.6,-0.09655530242781918,0.23374028646021197,Normal,Low,0.07,0.29066278125075146,Low
2026-05-02T00:29:00,2026-05-02T00:29:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,2,1,1,3,1,2,0,1,0,2,0.6,-0.04427107945852027,0.4628445649215519,Normal,Low,0.07,0.3489711593019541,Low
2026-05-26T16:05:00,2026-05-26T16:05:00,DC01,192.168.79.131,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,0,3,1,1,2,16,0,1,3,1.0,-0.07349457158548534,0.33479012138893227,Normal,Low,0.1,0.44891604855557293,Low
2026-05-30T14:06:00,2026-05-30T14:06:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,1,1,2,1,2,14,0,1,3,0.6,-0.09471475256556927,0.24180539337421336,Normal,Low,0.1,0.3150554906830187,Low
2026-05-27T07:06:00,2026-05-27T07:06:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4688,normal_client_activity,Benign Activity,4,0,3,1,1,1,7,0,0,2,1.0,0.00419284047553492,0.6752086544561648,Anomaly,High,0.06,0.5457501284491326,Low
2026-05-22T12:32:00,2026-05-22T12:32:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,2,1,1,12,0,0,2,0.8,-0.11200853594309468,0.1660257501556235,Normal,Low,0.0,0.25974363339558276,Low
2026-05-25T06:25:00,2026-05-25T06:25:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,5,4,1,1,6,1,1,3,1.0,-0.04839459043669536,0.4447757488670998,Normal,Low,0.17,0.45341029954684,Low
2026-05-11T02:34:00,2026-05-11T02:34:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Benign Activity,2,0,1,2,1,1,2,1,1,3,0.8,-0.1094475171744494,0.17724788034699995,Normal,Low,0.17,0.28973248547213337,Low
2026-05-08T08:38:00,2026-05-08T08:38:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,4,1,3,2,1,2,8,0,0,2,0.8,-0.11699123272015993,0.1441920671615873,Normal,Low,0.0,0.2843434935313016,Low
2026-05-30T02:40:00,2026-05-30T02:40:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,2,2,1,1,2,1,1,3,1.0,-0.1358392827385475,0.061601781705847784,Normal,Low,0.17,0.30014071268233916,Low
2026-05-08T00:12:00,2026-05-08T00:12:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,1,2,1,1,2,0,1,0,2,0.8,-0.07199888699103152,0.3413440629100542,Normal,Low,0.07,0.3570376251640217,Low
2026-05-14T08:18:00,2026-05-14T08:18:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,2,0,3,2,1,1,8,0,1,3,0.8,-0.12340662673981267,0.11608044697396791,Normal,Low,0.1,0.25476551212292053,Low
2026-05-30T19:45:00,2026-05-30T19:45:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,13,31,0,50,1,2,10,0,1,3,1.0,0.023463426176404623,0.7596504493570401,Anomaly,High,0.43999999999999995,0.7865268464094827,High
2026-05-07T07:43:00,2026-05-07T07:43:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,0,2,3,1,2,7,0,0,2,0.8,-0.10841410852103694,0.18177617455220957,Normal,Low,0.0,0.2827104698208839,Low
2026-05-10T21:59:00,2026-05-10T21:59:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,1,3,3,1,1,21,1,0,2,0.8,-0.09539417365957537,0.23882823753878893,Normal,Low,0.07,0.31603129501551563,Low
2026-05-28T05:03:00,2026-05-28T05:03:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,1,3,3,1,1,5,1,0,2,0.8,-0.1150300397708065,0.15278582011549316,Normal,Low,0.07,0.2816143280461973,Low
2026-05-08T04:04:00,2026-05-08T04:04:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,30,1,39,1,1,4,1,1,3,1.0,-0.0029712012683308364,0.6438165342068297,Normal,Low,0.51,0.7173599470160652,High
2026-05-03T14:40:00,2026-05-03T14:40:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_admin_maintenance,Benign Administrative Maintenance,6,0,3,2,1,2,14,0,1,3,0.6,-0.08360045011346962,0.29050716418152916,Normal,Low,0.1,0.3512028656726117,Low
2026-05-26T07:31:00,2026-05-26T07:31:00,DC01,192.168.79.131,DC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,3,0,2,4,1,1,7,0,1,3,1.0,-0.0918825308496255,0.2542159079773443,Normal,Low,0.1,0.3666863631909377,Low
2026-05-10T04:39:00,2026-05-10T04:39:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,3,0,4,3,1,2,4,1,0,2,0.8,-0.06554060340543055,0.36964362092101766,Normal,Low,0.07,0.3683574483684071,Low
2026-05-06T11:10:00,2026-05-06T11:10:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,3,1,3,3,1,2,11,0,0,2,0.6,-0.09342218447805223,0.2474692985110772,Normal,Low,0.0,0.2689877194044309,Low
2026-05-23T10:27:00,2026-05-23T10:27:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,3,3,1,1,1,1,10,0,1,3,1.0,-0.049834993711476816,0.43846404460488037,Normal,Low,0.1,0.4403856178419522,Low
2026-05-21T01:37:00,2026-05-21T01:37:00,DC01,192.168.79.131,dave.it,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,1,3,3,1,1,1,1,1,3,1.0,-0.05088107971262379,0.4338801995194898,Normal,Low,0.17,0.499052079807796,Low
2026-05-12T05:32:00,2026-05-12T05:32:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,1,2,3,1,1,5,1,0,2,0.6,-0.10958181516861115,0.17665939985893184,Normal,Low,0.07,0.2678304266102394,Low
2026-05-26T17:02:00,2026-05-26T17:02:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,3,0,3,1,1,2,17,0,0,2,0.8,-0.10970451796087421,0.17612172839534085,Normal,Low,0.0,0.2804486913581364,Low
2026-05-22T12:25:00,2026-05-22T12:25:00,DC01,192.168.79.131,dave.it,192.168.79.133,5140,benign_admin_maintenance,Benign Administrative Maintenance,6,0,2,1,1,2,12,0,1,3,1.0,0.017042031260141144,0.7315125338357609,Anomaly,High,0.18,0.6196050135343044,Low
2026-05-09T09:14:00,2026-05-09T09:14:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,2,0,2,1,1,2,9,0,0,2,0.6,-0.08217891886886808,0.2967361730796039,Normal,Low,0.0,0.2720278025651749,Low
2026-05-07T02:05:00,2026-05-07T02:05:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,1,2,3,1,1,2,1,1,3,0.6,-0.10511082075130729,0.19625085387332084,Normal,Low,0.17,0.290667008215995,Low
2026-05-06T17:12:00,2026-05-06T17:12:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,26,0,40,1,1,15,0,1,3,1.0,0.0017314377398207625,0.6644230318391913,Anomaly,High,0.43999999999999995,0.7151025460690098,High
2026-05-07T18:21:00,2026-05-07T18:21:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,0,1,2,1,1,18,0,0,2,0.8,-0.11159353957345952,0.16784422307976293,Normal,Low,0.0,0.2771376892319052,Low
2026-05-14T19:20:00,2026-05-14T19:20:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,2,0,3,1,1,2,19,0,0,2,1.0,-0.06100992546472406,0.38949660221435695,Normal,Low,0.0,0.38913197421907614,Low
2026-05-08T10:18:00,2026-05-08T10:18:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,4,3,1,1,1,1,10,0,1,3,1.0,-0.054673368339416384,0.41726276695156894,Normal,Low,0.1,0.44857177344729426,Low
2026-05-14T08:50:00,2026-05-14T08:50:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,4624,lateral_movement,T1021.002 - SMB/Windows Admin Shares,11,1,9,10,2,3,1,1,1,3,0.6,0.003568232498272761,0.6724716842608562,Anomaly,High,0.49000000000000005,0.6458220070376758,Low
2026-05-17T15:55:00,2026-05-17T15:55:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,credential_spraying,T1110.003 - Password Spraying,9,14,1,43,4,2,18,0,1,3,1.0,0.019580916645176916,0.74263767773579,Anomaly,High,0.6,0.7370550710943159,High
2026-05-29T10:00:00,2026-05-29T10:00:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Benign Activity,4,0,2,1,1,2,10,0,0,2,0.6,-0.0944976559560331,0.2427566891812371,Normal,Low,0.0,0.2837693423391615,Low
2026-05-10T02:43:00,2026-05-10T02:43:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,35,0,47,1,2,12,0,1,3,1.0,0.022244257903610065,0.7543081749270353,Anomaly,High,0.43999999999999995,0.7510566033041474,High
2026-05-17T09:46:00,2026-05-17T09:46:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Benign Authentication Noise,4,1,0,3,1,1,9,0,1,3,1.0,-0.07086248173446608,0.34632367801302666,Normal,Low,0.1,0.4201961378718774,Low
2026-05-26T23:12:00,2026-05-26T23:12:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Benign Activity,2,1,2,2,1,1,23,1,0,2,0.8,-0.08550923432268598,0.2821430611279617,Normal,Low,0.07,0.3166905577845181,Low
2026-05-30T01:20:00,2026-05-30T01:20:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4688,odd_hour_normal_login,Benign After-Hours Activity,4,1,1,2,1,1,1,1,0,2,1.0,0.002923951256287305,0.6696485077711161,Anomaly,High,0.13,0.554026069775113,Low
2026-05-11T05:59:00,2026-05-11T05:59:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,10,38,1,50,1,1,17,0,1,3,1.0,-0.005722714572319876,0.6317596758586174,Normal,Low,0.43999999999999995,0.6853705370101136,Low
2026-05-19T20:42:00,2026-05-19T20:42:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,7045,benign_admin_maintenance,Benign Administrative Maintenance,5,0,1,2,1,1,20,1,1,3,0.6,-0.012773725802301628,0.6008628441085053,Normal,Low,0.29000000000000004,0.48717847097673544,Low
2026-05-16T23:52:00,2026-05-16T23:52:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,5140,lateral_movement,T1021.002 - SMB/Windows Admin Shares,12,0,4,10,2,3,14,0,1,3,0.6,0.03585418076264768,0.8139455067922375,Anomaly,High,0.5,0.720578202716895,High
2026-05-23T01:22:00,2026-05-23T01:22:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,2,0,1,2,1,1,1,1,0,2,0.8,-0.08957124611578993,0.26434372840177794,Normal,Low,0.07,0.30957082469404457,Low
2026-05-19T23:05:00,2026-05-19T23:05:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_admin_maintenance,Benign Administrative Maintenance,6,1,2,1,1,1,23,1,1,3,0.6,-0.06082048898037751,0.39032669409668164,Normal,Low,0.17,0.4016306776386727,Low
2026-05-12T21:40:00,2026-05-12T21:40:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,3,0,2,1,1,2,21,1,1,3,1.0,-0.09916258368398795,0.22231543863774214,Normal,Low,0.17,0.36442617545509687,Low
2026-05-28T10:05:00,2026-05-28T10:05:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,4,1,3,1,1,1,10,0,0,2,0.6,-0.09406349545720688,0.2446591374184119,Normal,Low,0.0,0.2845303216340314,Low
2026-05-23T10:40:00,2026-05-23T10:40:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,3,1,1,3,1,2,10,0,0,2,0.8,-0.1049529518966954,0.19694261953365422,Normal,Low,0.0,0.2887770478134617,Low
2026-05-27T21:03:00,2026-05-27T21:03:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,T1543.003 - Windows Service,12,2,4,10,1,3,10,0,1,3,0.8,0.05142336903807687,0.8821681453531178,Anomaly,High,0.54,0.7938672581412471,High
2026-05-13T21:34:00,2026-05-13T21:34:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,2,1,1,1,21,1,1,3,1.0,-0.11566210546400568,0.1500161709487532,Normal,Low,0.17,0.3355064683795013,Low
2026-05-06T06:32:00,2026-05-06T06:32:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,1,1,3,1,2,6,1,0,2,0.8,-0.08317252102933315,0.29238230697768924,Normal,Low,0.07,0.3207862561244091,Low
2026-05-30T20:58:00,2026-05-30T20:58:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_client_activity,Benign Activity,2,0,1,2,1,2,20,1,0,2,0.6,-0.05463990527214446,0.4174093987928213,Normal,Low,0.07,0.3307970928504618,Low
2026-05-29T08:53:00,2026-05-29T08:53:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4625,single_failed_login,Benign Authentication Noise,4,1,0,1,1,1,8,0,1,3,1.0,-0.0627431231000335,0.3819019021094776,Normal,Low,0.1,0.43442742751045776,Low
2026-05-28T05:20:00,2026-05-28T05:20:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,1,1,1,5,1,0,2,0.8,-0.08904264819167063,0.2666599920684031,Normal,Low,0.07,0.31049733016069464,Low
2026-05-30T05:38:00,2026-05-30T05:38:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,1,1,3,1,1,5,1,1,3,0.6,-0.10111183399113949,0.21377401715725594,Normal,Low,0.17,0.29767627352956905,Low
2026-05-14T23:23:00,2026-05-14T23:23:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,0,1,1,1,2,23,1,1,3,0.8,-0.05172889580847406,0.4301651534907529,Normal,Low,0.17,0.45756606139630124,Low
2026-05-20T11:23:00,2026-05-20T11:23:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Benign Activity,3,0,3,2,1,2,11,0,0,2,0.8,-0.014865485896657149,0.5916969588774491,Normal,Low,0.06,0.4556787835509797,Low
2026-05-30T03:56:00,2026-05-30T03:56:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,0,3,2,1,2,3,1,0,2,0.8,-0.08549995669717547,0.2821837147626092,Normal,Low,0.07,0.316706819238377,Low
2026-05-05T16:47:00,2026-05-05T16:47:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,5140,lateral_movement,T1021.002 - SMB/Windows Admin Shares,11,0,5,12,1,5,2,1,1,3,0.6,0.061126382144290226,0.9246857862465337,Anomaly,High,0.5700000000000001,0.7587076478319469,High
2026-05-21T23:42:00,2026-05-21T23:42:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,1,3,1,1,1,23,1,1,3,0.6,-0.049571262432353325,0.4396196889078808,Normal,Low,0.17,0.42134787556315234,Low
2026-05-23T23:25:00,2026-05-23T23:25:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,5,1,1,1,1,1,23,1,1,3,1.0,-0.04310764947626089,0.46794259969166485,Normal,Low,0.17,0.4960103732099993,Low
2026-05-23T17:37:00,2026-05-23T17:37:00,DC01,192.168.79.131,IT-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,2,0,3,3,1,2,17,0,1,3,1.0,-0.11672271606346235,0.14536868051440838,Normal,Low,0.1,0.30648080553909673,Low
2026-05-17T01:51:00,2026-05-17T01:51:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Benign Activity,2,0,1,2,1,2,1,1,0,2,0.8,0.014734872619071915,0.7214027935405213,Anomaly,High,0.13,0.5013944507495419,Low
2026-05-23T21:35:00,2026-05-23T21:35:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,10,23,1,41,1,2,18,0,1,3,1.0,0.019580916645176916,0.74263767773579,Anomaly,High,0.43999999999999995,0.7297217377609827,High
2026-05-18T20:29:00,2026-05-18T20:29:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_client_activity,Benign Activity,3,1,3,1,1,2,20,1,0,2,0.6,-0.06548500960773895,0.36988722742760266,Normal,Low,0.07,0.3284548909710411,Low
2026-05-12T11:28:00,2026-05-12T11:28:00,DC01,192.168.79.131,ANONYMOUS LOGON,192.168.79.134,5140,sam_dump_activity,T1003 - OS Credential Dumping,11,1,22,28,5,2,4,1,1,3,1.0,0.0629913210549542,0.9328577635512941,Anomaly,High,0.5700000000000001,0.841976438753851,High
2026-05-12T11:28:00,2026-05-12T11:28:00,DC01,192.168.79.131,ANONYMOUS LOGON,192.168.79.134,4688,sam_dump_activity,T1003 - OS Credential Dumping,11,1,18,33,6,2,3,1,1,3,1.0,0.05149251015046519,0.8824711148488115,Anomaly,High,0.55,0.818821779272858,High
2026-05-06T04:50:00,2026-05-06T04:50:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,3,1,1,1,1,1,4,1,1,3,1.0,-0.060910354916156706,0.3899329104807898,Normal,Low,0.17,0.43147316419231596,Low
2026-05-09T18:22:00,2026-05-09T18:22:00,DC01,192.168.79.131,charlie.it,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,3,1,0,1,1,1,18,0,1,3,1.0,-0.05229608813765052,0.42767977296972876,Normal,Low,0.1,0.4360719091878915,Low
2026-05-11T17:39:00,2026-05-11T17:39:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_admin_maintenance,Benign Administrative Maintenance,6,0,2,1,1,1,17,0,1,3,0.6,-0.07782637656194347,0.3158085816967495,Normal,Low,0.1,0.3613234326786998,Low
2026-05-11T08:16:00,2026-05-11T08:16:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,4,0,2,1,1,2,8,0,1,3,0.6,-0.10001362499338257,0.21858626004319484,Normal,Low,0.1,0.2891011706839446,Low
2026-05-16T05:10:00,2026-05-16T05:10:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,36,1,53,1,2,4,1,1,3,1.0,0.021203370635309304,0.749747110173263,Anomaly,High,0.51,0.7597321774026387,High
2026-05-30T08:46:00,2026-05-30T08:46:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,1,3,3,1,2,8,0,1,3,0.6,-0.06496399322883517,0.37217026951518195,Normal,Low,0.1,0.38386810780607283,Low
2026-05-09T17:40:00,2026-05-09T17:40:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,2,1,4,2,1,2,17,0,0,2,1.0,-0.04405516878526128,0.46379066407345376,Normal,Low,0.0,0.41884959896271484,Low
2026-05-16T01:23:00,2026-05-16T01:23:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,4,1,1,3,1,2,1,1,0,2,0.8,-0.08042925565651515,0.30440302370970407,Normal,Low,0.07,0.35892787615054833,Low
2026-05-24T18:06:00,2026-05-24T18:06:00,DC01,192.168.79.131,dave.it,192.168.79.134,4688,domain_enumeration,T1087 - Account Discovery,11,1,15,15,5,4,3,1,1,3,1.0,0.05149251015046519,0.8824711148488115,Anomaly,High,0.71,0.8428217792728581,High
