timestamp,host,host_ip,user,source_ip,event_id,scenario_type,priority_label,mitre_technique,rule_level,failed_login_count,successful_login_count,same_source_ip_attempts,unique_users_targeted,distinct_hosts_accessed,hour_of_day,is_after_hours,is_remote_logon,logon_type,asset_criticality,event_4624,event_4625,event_4672,event_4688,event_5140,event_7045
2026-05-19 20:29:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,1,3,1,1,1,20,1,0,2,0.6,1,0,0,0,0,0
2026-05-19 04:02:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,normal_client_activity,Low,Benign Activity,3,0,2,2,1,1,4,1,0,2,0.6,0,0,0,1,0,0
2026-05-14 17:46:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,2,1,1,1,17,0,0,2,0.8,1,0,0,0,0,0
2026-05-27 21:03:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,11,1,6,10,1,5,0,1,1,3,0.8,0,0,0,0,0,1
2026-05-14 05:17:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,10,34,0,39,1,2,15,0,1,3,1.0,0,1,0,0,0,0
2026-05-21 22:54:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,4,0,3,2,1,2,22,1,0,2,1.0,1,0,0,0,0,0
2026-05-30 09:39:00,DC01,192.168.79.131,dave.it,192.168.79.133,5140,benign_remote_admin,Low,Benign Administrative Activity,6,1,1,1,1,1,9,0,0,2,1.0,0,0,0,0,1,0
2026-05-21 02:38:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,11,22,1,24,6,3,22,1,1,3,1.0,0,1,0,0,0,0
2026-05-13 03:43:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,0,1,2,1,2,3,1,1,3,0.6,1,0,0,0,0,0
2026-05-01 11:05:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,3,0,1,2,1,1,11,0,0,2,0.6,1,0,0,0,0,0
2026-05-19 17:28:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,1,3,1,1,17,0,0,2,0.8,1,0,0,0,0,0
2026-05-28 07:47:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,4,1,1,3,1,1,7,0,0,2,0.6,1,0,0,0,0,0
2026-05-09 02:09:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,1,2,1,1,1,2,1,0,2,1.0,1,0,0,0,0,0
2026-05-05 18:46:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,3,2,1,2,18,0,1,3,0.8,1,0,0,0,0,0
2026-05-27 07:30:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,1,3,1,1,1,7,0,1,3,0.6,1,0,0,0,0,0
2026-05-18 13:29:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,24,1,29,1,1,17,0,1,3,1.0,0,1,0,0,0,0
2026-05-22 02:09:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,5,0,2,2,1,1,2,1,0,2,0.8,1,0,0,0,0,0
2026-05-08 22:23:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,1,2,3,1,2,22,1,0,2,0.8,1,0,0,0,0,0
2026-05-28 06:01:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,11,23,1,44,4,4,3,1,1,3,1.0,0,1,0,0,0,0
2026-05-14 16:44:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,4,1,3,1,1,2,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-24 05:05:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,4,0,1,1,1,1,5,1,1,3,0.8,1,0,0,0,0,0
2026-05-29 22:10:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,4,1,0,1,1,1,22,1,0,2,1.0,0,1,0,0,0,0
2026-05-27 23:52:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,2,1,1,1,23,1,0,2,0.8,1,0,0,0,0,0
2026-05-21 01:52:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,sam_dump_activity,High,T1003 - OS Credential Dumping,10,0,12,30,3,2,3,1,1,3,1.0,1,0,0,0,0,0
2026-05-07 05:26:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,4,1,4,1,1,1,5,1,0,2,0.8,1,0,0,0,0,0
2026-05-06 16:10:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,5140,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,9,3,9,13,2,3,4,1,1,3,0.8,0,0,0,0,1,0
2026-05-06 00:50:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,0,3,2,1,2,0,1,0,2,0.8,1,0,0,0,0,0
2026-05-09 22:03:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,0,3,1,1,1,22,1,0,2,0.8,1,0,0,0,0,0
2026-05-30 19:45:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,24,1,46,1,1,0,1,1,3,1.0,0,1,0,0,0,0
2026-05-26 22:41:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,2,1,1,1,22,1,1,3,0.8,1,0,0,0,0,0
2026-05-10 02:45:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,3,3,1,2,1,1,2,1,0,2,1.0,0,1,0,0,0,0
2026-05-27 05:05:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,4,0,1,1,1,2,5,1,0,2,0.6,1,0,0,0,0,0
2026-05-03 21:40:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,10,28,0,41,1,2,14,0,1,3,1.0,0,1,0,0,0,0
2026-05-22 16:57:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,0,2,1,1,2,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-22 18:48:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,3,1,3,2,1,2,18,0,1,3,0.6,1,0,0,0,0,0
2026-05-11 05:59:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,38,1,36,1,2,4,1,1,3,1.0,0,1,0,0,0,0
2026-05-25 06:35:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,3,1,1,1,1,1,6,1,0,2,1.0,0,1,0,0,0,0
2026-05-02 10:53:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,12,2,6,7,1,5,4,1,1,3,0.8,0,0,0,0,0,1
2026-05-17 13:53:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,1,2,1,1,2,13,0,0,2,0.6,1,0,0,0,0,0
2026-05-18 12:09:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,5,3,0,2,1,1,12,0,0,2,1.0,0,1,0,0,0,0
2026-05-09 03:44:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,0,3,2,1,1,3,1,1,3,1.0,1,0,0,0,0,0
2026-05-30 06:28:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,11,22,1,43,4,2,4,1,1,3,1.0,0,1,0,0,0,0
2026-05-23 21:35:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,13,42,1,27,1,1,12,0,1,3,1.0,0,1,0,0,0,0
2026-05-28 20:49:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,5,2,1,3,1,1,20,1,0,2,1.0,0,1,0,0,0,0
2026-05-28 01:28:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,4,3,1,2,1,1,1,1,0,2,1.0,0,1,0,0,0,0
2026-05-27 06:07:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,0,3,3,1,1,6,1,0,2,0.8,1,0,0,0,0,0
2026-05-23 10:36:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.133,7045,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,1,2,1,1,2,10,0,0,2,0.8,0,0,0,0,0,1
2026-05-14 17:08:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,5,1,1,1,1,1,17,0,0,2,1.0,0,1,0,0,0,0
2026-05-06 22:04:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,3,3,1,3,1,1,22,1,0,2,1.0,0,1,0,0,0,0
2026-05-17 23:21:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,normal_client_activity,Low,Benign Activity,2,0,2,3,1,2,23,1,1,3,0.6,0,0,0,1,0,0
2026-05-25 21:09:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,5140,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,12,0,5,10,2,4,13,0,1,3,0.6,0,0,0,0,1,0
2026-05-06 12:00:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,0,2,3,1,1,12,0,1,3,0.6,1,0,0,0,0,0
2026-05-21 01:32:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,1,3,2,1,2,1,1,0,2,0.6,1,0,0,0,0,0
2026-05-08 04:04:00,DC01,192.168.79.131,Administrator,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,13,37,1,46,1,2,12,0,1,3,1.0,0,1,0,0,0,0
2026-05-02 23:26:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,0,2,2,1,1,23,1,0,2,0.8,1,0,0,0,0,0
2026-05-19 04:09:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,4,0,4,2,1,2,4,1,0,2,0.8,1,0,0,0,0,0
2026-05-10 09:01:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,11,1,4,15,2,5,2,1,1,3,0.6,0,0,0,0,0,1
2026-05-06 03:19:00,DC01,192.168.79.131,IT-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,3,0,3,1,1,2,3,1,1,3,1.0,1,0,0,0,0,0
2026-05-27 22:01:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,3,0,4,1,1,1,22,1,1,3,1.0,1,0,0,0,0,0
2026-05-28 02:52:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,4,0,2,2,1,2,2,1,1,3,0.6,1,0,0,0,0,0
2026-05-30 04:07:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,3,2,1,2,4,1,0,2,0.6,1,0,0,0,0,0
2026-05-18 00:27:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,0,2,3,1,1,0,1,0,2,0.6,1,0,0,0,0,0
2026-05-02 01:06:00,DC01,192.168.79.131,DC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,2,0,4,1,1,2,1,1,1,3,1.0,1,0,0,0,0,0
2026-05-30 18:06:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,3,3,0,2,1,1,18,0,0,2,1.0,0,1,0,0,0,0
2026-05-23 22:43:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,5,1,1,3,1,1,22,1,1,3,1.0,1,0,0,0,0,0
2026-05-15 00:50:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,34,1,35,1,1,1,1,1,3,1.0,0,1,0,0,0,0
2026-05-05 08:08:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,10,19,1,33,4,2,23,1,1,3,1.0,0,1,0,0,0,0
2026-05-25 01:12:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,2,2,1,1,1,1,0,2,0.8,1,0,0,0,0,0
2026-05-19 13:17:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,10,25,0,39,5,2,13,0,1,3,1.0,0,1,0,0,0,0
2026-05-17 21:14:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4672,benign_remote_admin,Low,Benign Administrative Activity,5,0,2,3,1,1,21,1,0,2,0.6,0,0,1,0,0,0
2026-05-05 07:47:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,5,1,0,2,1,1,7,0,0,2,1.0,0,1,0,0,0,0
2026-05-23 10:09:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,2,0,2,1,1,2,10,0,1,3,1.0,1,0,0,0,0,0
2026-05-13 12:43:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,0,3,1,1,2,12,0,0,2,0.8,1,0,0,0,0,0
2026-05-23 21:41:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,3,2,1,2,1,1,21,1,0,2,1.0,0,1,0,0,0,0
2026-05-30 16:07:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,5,3,1,1,16,0,1,3,1.0,1,0,0,0,0,0
2026-05-28 22:38:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4688,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,1,2,1,1,22,1,1,3,0.6,0,0,0,1,0,0
2026-05-28 02:09:00,DC01,192.168.79.131,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,1,3,1,1,1,2,1,0,2,1.0,1,0,0,0,0,0
2026-05-29 21:00:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,4,0,3,3,1,1,21,1,0,2,0.8,1,0,0,0,0,0
2026-05-27 01:46:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,4,1,0,2,1,1,1,1,0,2,1.0,0,1,0,0,0,0
2026-05-09 05:58:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,3,2,1,1,5,1,0,2,0.8,1,0,0,0,0,0
2026-05-11 00:35:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,4624,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,10,1,7,8,1,4,8,0,1,3,0.8,1,0,0,0,0,0
2026-05-24 04:54:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,3,1,1,2,4,1,0,2,0.8,1,0,0,0,0,0
2026-05-04 18:04:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,3,1,1,1,18,0,0,2,0.8,1,0,0,0,0,0
2026-05-16 18:53:00,DC01,192.168.79.131,IT-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,2,0,5,4,1,1,18,0,1,3,1.0,1,0,0,0,0,0
2026-05-07 05:48:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4688,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,2,1,1,1,5,1,0,2,0.6,0,0,0,1,0,0
2026-05-11 09:43:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,5140,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,11,2,9,14,2,4,8,0,1,3,0.8,0,0,0,0,1,0
2026-05-02 04:17:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,1,3,3,1,2,4,1,0,2,0.8,1,0,0,0,0,0
2026-05-19 12:16:00,DC01,192.168.79.131,Administrator,192.168.79.133,4688,benign_admin_maintenance,Low,Benign Administrative Maintenance,4,1,3,2,1,2,12,0,0,2,1.0,0,0,0,1,0,0
2026-05-05 16:47:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,5140,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,10,2,8,10,1,5,18,0,1,3,0.6,0,0,0,0,1,0
2026-05-17 11:56:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,2,1,1,2,11,0,0,2,0.6,1,0,0,0,0,0
2026-05-27 22:28:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,1,2,1,1,22,1,0,2,0.8,1,0,0,0,0,0
2026-05-20 05:37:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,1,1,1,1,5,1,0,2,0.6,1,0,0,0,0,0
2026-05-14 02:29:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,5,1,1,3,1,1,2,1,0,2,1.0,1,0,0,0,0,0
2026-05-20 15:02:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,2,1,1,2,15,0,1,3,1.0,1,0,0,0,0,0
2026-05-12 23:21:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,4,3,1,2,23,1,1,3,1.0,1,0,0,0,0,0
2026-05-25 17:52:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,12,26,0,38,1,2,13,0,1,3,1.0,0,1,0,0,0,0
2026-05-13 17:55:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,domain_enumeration,High,T1087 - Account Discovery,12,2,17,33,6,2,2,1,1,3,1.0,1,0,0,0,0,0
2026-05-23 16:46:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,3,0,3,3,1,2,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-25 15:38:00,DC01,192.168.79.131,dave.it,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,5,0,1,1,1,1,15,0,0,2,1.0,1,0,0,0,0,0
2026-05-28 03:53:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,3,2,1,1,3,1,1,3,1.0,1,0,0,0,0,0
2026-05-25 11:33:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,0,1,1,1,1,11,0,0,2,0.8,1,0,0,0,0,0
2026-05-12 19:54:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4688,normal_client_activity,Low,Benign Activity,4,0,1,2,1,1,19,0,0,2,0.6,0,0,0,1,0,0
2026-05-06 00:15:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,5,3,0,2,1,1,0,1,0,2,1.0,0,1,0,0,0,0
2026-05-02 16:14:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,4,1,1,2,1,1,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-02 05:20:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,1,4,1,1,1,5,1,0,2,0.8,1,0,0,0,0,0
2026-05-27 06:01:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,3,0,4,3,1,2,6,1,1,3,1.0,1,0,0,0,0,0
2026-05-27 15:11:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,3,3,1,1,15,0,0,2,0.8,1,0,0,0,0,0
2026-05-12 11:28:00,DC01,192.168.79.131,ANONYMOUS LOGON,192.168.79.134,4624,sam_dump_activity,High,T1003 - OS Credential Dumping,12,0,21,25,4,3,18,0,1,3,1.0,1,0,0,0,0,0
2026-05-04 00:13:00,DC01,192.168.79.131,dave.it,192.168.79.134,4688,domain_enumeration,High,T1087 - Account Discovery,12,1,17,33,6,2,9,0,1,3,1.0,0,0,0,1,0,0
2026-05-05 15:26:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,3,1,0,1,1,1,15,0,0,2,1.0,0,1,0,0,0,0
2026-05-24 18:06:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,domain_enumeration,High,T1087 - Account Discovery,11,0,9,17,6,3,16,0,1,3,1.0,1,0,0,0,0,0
2026-05-08 08:29:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,sam_dump_activity,High,T1003 - OS Credential Dumping,12,0,14,30,6,3,4,1,1,3,1.0,1,0,0,0,0,0
2026-05-09 04:16:00,DC01,192.168.79.131,charlie.it,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,4,1,0,2,1,1,4,1,0,2,1.0,0,1,0,0,0,0
2026-05-19 08:35:00,DC01,192.168.79.131,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,1,2,1,1,1,8,0,1,3,1.0,1,0,0,0,0,0
2026-05-09 14:01:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,0,3,1,1,1,14,0,0,2,0.6,1,0,0,0,0,0
2026-05-07 08:50:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,4,1,1,2,1,1,8,0,0,2,1.0,1,0,0,0,0,0
2026-05-23 21:35:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,13,40,0,31,1,1,0,1,1,3,1.0,0,1,0,0,0,0
2026-05-09 13:54:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,0,3,2,1,1,13,0,0,2,0.6,1,0,0,0,0,0
2026-05-26 12:40:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,4624,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,9,3,9,14,1,4,4,1,1,3,0.6,1,0,0,0,0,0
2026-05-16 03:02:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,0,3,2,1,1,3,1,0,2,0.6,1,0,0,0,0,0
2026-05-28 02:52:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,1,1,1,1,2,1,0,2,0.8,1,0,0,0,0,0
2026-05-18 20:10:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,1,2,1,1,2,20,1,0,2,0.6,1,0,0,0,0,0
2026-05-04 12:12:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,1,2,1,1,1,12,0,0,2,0.6,1,0,0,0,0,0
2026-05-25 22:18:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,2,1,1,1,22,1,0,2,0.8,1,0,0,0,0,0
2026-05-19 05:07:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,5,0,1,3,1,1,5,1,1,3,1.0,1,0,0,0,0,0
2026-05-12 10:56:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,0,2,1,1,1,10,0,0,2,0.8,1,0,0,0,0,0
2026-05-10 08:17:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,0,2,2,1,2,8,0,1,3,0.6,1,0,0,0,0,0
2026-05-10 07:22:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,1,1,1,1,1,7,0,0,2,0.6,1,0,0,0,0,0
2026-05-25 12:59:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,1,3,3,1,1,12,0,0,2,0.8,1,0,0,0,0,0
2026-05-09 17:38:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,1,2,1,1,17,0,0,2,0.8,1,0,0,0,0,0
2026-05-03 21:26:00,DC01,192.168.79.131,charlie.it,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,4,3,1,2,1,1,21,1,0,2,1.0,0,1,0,0,0,0
2026-05-23 09:09:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,4,1,4,3,1,2,9,0,0,2,0.6,1,0,0,0,0,0
2026-05-27 21:03:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,12,0,3,15,1,5,11,0,1,3,0.8,0,0,0,0,0,1
2026-05-21 07:33:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,3,1,1,1,7,0,1,3,1.0,1,0,0,0,0,0
2026-05-08 23:03:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,4,1,1,2,1,2,23,1,0,2,0.8,0,0,0,1,0,0
2026-05-04 18:59:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,12,22,1,50,1,1,4,1,1,3,1.0,0,1,0,0,0,0
